customer_id,signup_date,age_group,gender,city,customer_type,loyalty_tier
C0881,08/10/2020,56-65,Male,Cardiff,Returning,Silver
C0882,27/06/2023,36-45,Female,Edinburgh,New,Bronze
C0883,12/05/2024,26-35,Male,Edinburgh,Returning,Silver
C0884,28/07/2022,36-45,Female,Newcastle,New,Silver
C0885,26/02/2024,56-65,Female,Edinburgh,New,Silver
C0886,08/08/2020,18-25,Male,Glasgow,New,Bronze
C0887,30/07/2021,36-45,Male,Glasgow,Returning,Silver
C0888,15/12/2023,26-35,Female,Edinburgh,New,Bronze
C0889,01/10/2022,46-55,Prefer not to say,Glasgow,New,Bronze
C0890,17/04/2024,26-35,Male,Newcastle,Returning,Gold
C0891,11/08/2020,26-35,Female,Glasgow,Returning,Bronze
C0892,16/09/2023,56-65,Female,Nottingham,New,Silver
C0893,21/08/2022,46-55,Female,Liverpool,Returning,Gold
C0894,24/10/2020,26-35,Female,Belfast,New,Silver
C0895,01/11/2023,18-25,Female,Birmingham,New,Silver
C0896,16/03/2020,18-25,Male,Southampton,New,Bronze
C0897,15/03/2021,46-55,Female,Manchester,New,Silver
C0898,03/04/2022,56-65,Male,Manchester,New,Silver
C0899,04/11/2022,36-45,Female,Manchester,New,Silver
C0900,30/01/2021,36-45,Male,Cardiff,Returning,Gold
C0901,02/10/2023,26-35,Male,Birmingham,New,Gold
C0902,24/12/2023,46-55,Female,London,Returning,Silver
C0903,28/07/2022,46-55,Female,Liverpool,New,Bronze
C0904,27/12/2020,18-25,Female,Birmingham,New,Silver
C0905,18/03/2024,18-25,Female,Newcastle,New,Bronze
C0906,30/01/2024,26-35,Female,Edinburgh,Returning,Bronze
C0907,25/12/2022,36-45,Female,Manchester,Returning,Silver
C0908,04/03/2023,46-55,Female,Manchester,Returning,Gold
C0909,21/01/2021,18-25,Male,Southampton,New,Bronze
C0910,18/12/2021,26-35,Male,Manchester,New,Gold
C0911,18/01/2023,26-35,Male,Edinburgh,Returning,Bronze
C0912,01/03/2022,36-45,Male,London,Returning,Silver
C0913,10/04/2022,46-55,Female,Manchester,New,Gold
C0914,25/06/2024,65+,Male,Southampton,New,Bronze
C0915,13/10/2020,18-25,Male,Newcastle,Returning,Bronze
C0916,17/11/2020,36-45,Female,Leeds,Returning,Bronze
C0917,29/01/2020,36-45,Female,Glasgow,New,Bronze
C0918,13/12/2022,36-45,Female,Cardiff,New,Bronze
C0919,08/03/2023,26-35,Female,Glasgow,New,Bronze
C0920,30/10/2023,36-45,Female,Southampton,Returning,Silver
C0921,22/10/2023,36-45,Female,Newcastle,New,Silver
C0922,18/04/2023,56-65,Female,Belfast,New,Silver
C0923,12/04/2021,36-45,Female,London,New,Silver
C0924,08/07/2021,26-35,Female,Sheffield,New,Bronze
C0925,16/01/2022,26-35,Male,Southampton,New,Gold
C0926,11/07/2021,18-25,Male,Sheffield,New,Bronze
C0927,29/10/2022,36-45,Female,Leicester,Returning,Gold
C0928,05/10/2021,46-55,Male,Birmingham,Returning,Silver
C0929,08/11/2023,26-35,Male,Birmingham,Returning,Gold
C0930,22/03/2021,26-35,Male,Cardiff,New,Silver
C0931,27/01/2022,56-65,Female,Nottingham,Returning,Bronze
C0932,23/08/2023,36-45,Female,Birmingham,Returning,Bronze
C0933,01/03/2023,46-55,Male,Manchester,New,Bronze
C0934,19/03/2023,26-35,Female,Belfast,Returning,Silver
C0935,15/05/2021,46-55,Female,Leicester,New,Silver
C0936,13/03/2022,26-35,Female,Glasgow,New,Bronze
C0937,11/02/2023,18-25,Female,Nottingham,Returning,Bronze
C0938,13/05/2023,36-45,Male,Edinburgh,Returning,Bronze
C0939,06/09/2023,36-45,Male,London,Returning,Bronze
C0940,18/01/2020,46-55,Female,Liverpool,Returning,Bronze
C0941,18/12/2021,46-55,Male,Glasgow,New,Gold
C0942,15/01/2024,65+,Female,London,Returning,Bronze
C0943,01/12/2021,26-35,Female,Bristol,Returning,Silver
C0944,14/12/2021,36-45,Male,London,New,Bronze
C0945,25/04/2021,18-25,Female,Liverpool,Returning,Gold
C0946,04/12/2022,26-35,Female,Glasgow,Returning,Bronze
C0947,13/10/2023,56-65,Male,Manchester,New,Bronze
C0948,22/09/2022,65+,Female,Newcastle,New,Silver
C0949,12/01/2020,18-25,Male,Southampton,New,Bronze
C0950,19/12/2023,56-65,Male,Liverpool,Returning,Silver
C0951,12/11/2022,46-55,Female,Liverpool,Returning,Bronze
C0952,11/11/2023,18-25,Female,Leeds,New,Silver
C0953,17/06/2020,56-65,Female,Newcastle,Returning,Bronze
C0954,07/01/2022,56-65,Male,Glasgow,Returning,Bronze
C0955,12/03/2020,26-35,Male,Southampton,Returning,Bronze
C0956,17/03/2022,18-25,Female,Southampton,Returning,Silver
C0957,18/02/2021,36-45,Male,Sheffield,New,Gold
C0958,21/04/2022,18-25,Female,Sheffield,Returning,Silver
C0959,20/07/2021,36-45,Male,Sheffield,New,Bronze
C0960,07/03/2024,56-65,Non-binary,Edinburgh,Returning,Bronze
C0961,20/07/2021,36-45,Male,Birmingham,New,Bronze
C0962,09/05/2021,46-55,Female,Leeds,Returning,Gold
C0963,21/01/2022,56-65,Male,Manchester,New,Silver
C0964,24/01/2021,36-45,Female,Edinburgh,Returning,Bronze
C0965,21/06/2021,18-25,Male,Sheffield,Returning,Silver
C0966,09/05/2022,46-55,Female,Leicester,Returning,Gold
C0967,31/05/2023,56-65,Female,Leeds,New,Silver
C0968,13/01/2024,26-35,Female,Nottingham,New,Bronze
C0969,23/06/2020,18-25,Male,Leicester,Returning,Silver
C0970,31/03/2023,46-55,Female,Leicester,New,Silver
C0971,26/07/2023,56-65,Female,Bristol,Returning,Bronze
C0972,17/03/2022,26-35,Male,Edinburgh,New,Bronze
C0973,06/10/2022,56-65,Female,Leicester,New,Silver
C0974,23/02/2021,18-25,Female,Edinburgh,Returning,Silver
C0975,21/08/2020,26-35,Male,Sheffield,Returning,Bronze
C0976,22/12/2021,18-25,Male,Manchester,New,Silver
C0977,23/09/2023,18-25,Female,Cardiff,New,Bronze
C0978,27/07/2022,36-45,Male,Cardiff,New,Bronze
C0979,13/10/2020,56-65,Female,Edinburgh,New,Bronze
C0980,12/02/2023,36-45,Female,Cardiff,New,Silver
C0981,05/06/2021,56-65,Female,Newcastle,New,Bronze
C0982,20/07/2023,36-45,Female,Leicester,Returning,Bronze
C0983,12/05/2022,36-45,Male,Leicester,New,Silver
C0984,21/11/2023,26-35,Female,Liverpool,New,Bronze
C0985,04/02/2024,36-45,Female,Cardiff,Returning,Gold
C0986,05/05/2020,46-55,Male,Leicester,Returning,Silver
C0987,21/06/2020,26-35,Female,Belfast,Returning,Gold
C0988,13/01/2022,26-35,Female,Manchester,New,Gold
C0989,05/04/2021,26-35,Male,Nottingham,Returning,Silver
C0990,13/12/2023,26-35,Male,London,Returning,Gold
C0991,22/08/2023,26-35,Female,Leeds,New,Gold
C0992,12/12/2021,26-35,Male,Edinburgh,New,Silver
C0993,15/11/2020,26-35,Female,Bristol,New,Gold
C0994,27/05/2024,18-25,Male,Belfast,New,Gold
C0995,15/03/2024,56-65,Female,Newcastle,New,Bronze
C0996,06/05/2020,65+,Female,Cardiff,New,Silver
C0997,06/03/2023,26-35,Male,Leeds,Returning,Bronze
C0998,11/02/2021,26-35,Male,Nottingham,New,Gold
C0999,22/08/2021,26-35,Female,London,New,Bronze
C1000,21/11/2021,46-55,Female,Birmingham,New,Gold
C1001,02/03/2020,46-55,Female,Southampton,New,Bronze
C1002,23/07/2020,18-25,Female,Nottingham,Returning,Bronze
C1003,12/08/2020,26-35,Male,London,Returning,Bronze
C1004,05/05/2024,46-55,Female,Leeds,New,Silver
C1005,15/04/2024,65+,Female,Newcastle,New,Gold
C1006,01/02/2024,36-45,Female,London,New,Bronze
C1007,22/03/2024,26-35,Male,Manchester,Returning,Silver
C1008,23/06/2022,36-45,Male,Glasgow,Returning,Silver
C1009,18/08/2021,18-25,Male,Cardiff,Returning,Silver
C1010,04/10/2022,56-65,Female,Newcastle,Returning,Silver
C1011,03/05/2023,18-25,Male,Nottingham,New,Bronze
C1012,09/09/2021,46-55,Male,Glasgow,Returning,Gold
C1013,23/05/2024,56-65,Female,Leeds,New,Silver
C1014,25/10/2021,36-45,Male,Leeds,New,Bronze
C1015,20/08/2021,56-65,Female,Liverpool,Returning,Bronze
C1016,18/04/2020,18-25,Female,Leicester,New,Gold
C1017,24/05/2024,36-45,Female,Liverpool,New,Bronze
C1018,25/08/2021,56-65,Female,Cardiff,New,Gold
C1019,18/07/2022,65+,Male,Edinburgh,New,Gold
C1020,18/05/2022,56-65,Female,Edinburgh,Returning,Bronze
C1021,01/01/2024,26-35,Male,Liverpool,New,Gold
C1022,10/06/2022,65+,Female,Leicester,New,Silver
C1023,01/03/2021,26-35,Female,Nottingham,New,Bronze
C1024,30/04/2023,46-55,Male,Leicester,New,Gold
C1025,23/09/2022,26-35,Male,Leeds,New,Silver
C1026,27/01/2021,18-25,Female,Leeds,Returning,Silver
C1027,07/02/2022,18-25,Male,Bristol,Returning,Silver
C1028,19/04/2021,36-45,Female,Belfast,Returning,Bronze
C1029,27/08/2020,46-55,Female,Nottingham,New,Silver
C1030,02/03/2023,26-35,Male,Bristol,New,Silver
C1031,23/12/2021,56-65,Male,Leeds,Returning,Bronze
C1032,07/02/2023,56-65,Female,Manchester,Returning,Silver
C1033,26/11/2020,56-65,Female,Leicester,New,Bronze
C1034,22/09/2023,36-45,Male,London,Returning,Gold
C1035,23/06/2020,36-45,Male,Belfast,New,Bronze
C1036,05/03/2020,18-25,Female,Southampton,Returning,Gold
C1037,23/02/2023,26-35,Female,Nottingham,New,Silver
C1038,10/05/2020,26-35,Male,Belfast,New,Bronze
C1039,28/04/2023,26-35,Female,Liverpool,New,Silver
C1040,19/11/2022,26-35,Male,Southampton,Returning,Silver
C1041,26/11/2020,26-35,Male,Newcastle,New,Silver
C1042,16/06/2021,18-25,Female,Birmingham,New,Bronze
C1043,31/08/2021,18-25,Male,Cardiff,Returning,Bronze
C1044,30/07/2022,26-35,Male,Newcastle,Returning,Bronze
C1045,03/07/2023,36-45,Male,Cardiff,New,Gold
C1046,03/02/2022,36-45,Female,Newcastle,New,Gold
C1047,07/10/2023,36-45,Male,Manchester,New,Gold
C1048,21/08/2022,36-45,Female,Leeds,Returning,Bronze
C1049,21/09/2021,36-45,Female,Leicester,Returning,Gold
C1050,24/10/2022,56-65,Female,Southampton,New,Silver
C1051,25/05/2022,26-35,Female,Edinburgh,Returning,Gold
C1052,04/02/2024,36-45,Female,Leeds,Returning,Gold
C1053,01/03/2022,36-45,Male,Bristol,New,Silver
C1054,17/02/2024,26-35,Female,London,Returning,Silver
C1055,20/02/2023,26-35,Female,Leeds,Returning,Bronze
C1056,01/05/2024,26-35,Male,Birmingham,Returning,Silver
C1057,14/02/2023,18-25,Female,Bristol,New,Bronze
C1058,06/05/2021,46-55,Female,Newcastle,Returning,Gold
C1059,21/11/2023,18-25,Male,London,New,Bronze
C1060,24/03/2024,26-35,Male,Leeds,New,Bronze
C1061,16/06/2024,36-45,Female,Southampton,New,Gold
C1062,20/07/2020,26-35,Female,London,New,Silver
C1063,16/02/2021,26-35,Female,Newcastle,New,Bronze
C1064,24/03/2021,36-45,Male,Glasgow,Returning,Gold
C1065,13/09/2023,36-45,Female,Edinburgh,New,Silver
C1066,02/06/2020,18-25,Female,Leeds,Returning,Silver
C1067,25/01/2023,36-45,Female,Glasgow,Returning,Silver
C1068,07/05/2023,36-45,Female,Bristol,Returning,Gold
C1069,11/03/2024,56-65,Male,Southampton,New,Bronze
C1070,17/10/2021,36-45,Male,Leeds,New,Bronze
C1071,11/10/2021,18-25,Female,Liverpool,New,Silver
C1072,17/10/2022,18-25,Female,Newcastle,Returning,Bronze
C1073,19/03/2020,56-65,Male,Edinburgh,New,Silver
C1074,12/10/2021,18-25,Male,Glasgow,New,Silver
C1075,10/12/2021,18-25,Female,Leeds,New,Gold
C1076,15/06/2021,18-25,Male,Edinburgh,New,Bronze
C1077,29/01/2021,26-35,Female,Cardiff,New,Bronze
C1078,25/03/2022,18-25,Male,London,Returning,Silver
C1079,08/02/2022,36-45,Female,Glasgow,New,Bronze
C1080,14/09/2023,36-45,Female,Southampton,New,Silver
C1081,01/03/2021,36-45,Male,Nottingham,Returning,Bronze
C1082,15/05/2024,18-25,Male,Sheffield,New,Gold
C1083,03/04/2023,46-55,Female,Manchester,New,Bronze
C1084,22/03/2023,46-55,Female,Glasgow,Returning,Bronze
C1085,14/08/2021,26-35,Female,Manchester,New,Gold
C1086,18/01/2020,26-35,Female,Sheffield,Returning,Silver
C1087,17/07/2020,36-45,Male,Leeds,Returning,Silver
C1088,06/12/2021,26-35,Female,Sheffield,New,Gold
C1089,12/05/2021,26-35,Female,Leicester,New,Gold
C1090,06/02/2022,26-35,Female,Liverpool,New,Gold
C1091,15/06/2020,46-55,Male,Southampton,New,Bronze
C1092,28/03/2024,36-45,Male,Cardiff,Returning,Bronze
C1093,26/11/2022,36-45,Female,Sheffield,Returning,Gold
C1094,14/11/2022,46-55,Female,Birmingham,New,Bronze
C1095,25/09/2021,56-65,Male,Leicester,New,Bronze
C1096,01/05/2023,36-45,Male,Sheffield,New,Gold
C1097,19/05/2023,26-35,Female,Sheffield,New,Bronze
C1098,19/07/2020,26-35,Female,London,New,Bronze
C1099,24/08/2022,26-35,Female,Cardiff,New,Gold
C1100,27/03/2023,65+,Female,Newcastle,New,Bronze
C1101,16/07/2021,56-65,Male,Belfast,New,Silver
C1102,08/08/2023,36-45,Female,Edinburgh,New,Gold
C1103,26/06/2021,36-45,Male,Edinburgh,Returning,Silver
C1104,13/10/2022,36-45,Female,Southampton,New,Bronze
C1105,01/12/2021,36-45,Non-binary,Southampton,New,Gold
C1106,16/01/2023,36-45,Male,Edinburgh,Returning,Silver
C1107,26/04/2020,56-65,Female,Southampton,Returning,Gold
C1108,29/07/2021,26-35,Female,Leicester,New,Gold
C1109,21/09/2023,46-55,Male,Southampton,New,Bronze
C1110,27/11/2022,26-35,Male,Leeds,New,Silver
C1111,24/11/2023,26-35,Female,Sheffield,New,Bronze
C1112,07/12/2020,26-35,Female,Bristol,New,Bronze
C1113,27/02/2020,26-35,Female,Southampton,Returning,Silver
C1114,26/03/2024,56-65,Female,Birmingham,New,Bronze
C1115,27/02/2020,26-35,Female,Cardiff,Returning,Bronze
C1116,26/06/2020,36-45,Female,Newcastle,New,Silver
C1117,01/06/2023,18-25,Male,Cardiff,New,Bronze
C1118,13/07/2020,18-25,Female,Edinburgh,New,Silver
C1119,23/05/2021,18-25,Female,Southampton,New,Bronze
C1120,23/10/2020,46-55,Male,London,New,Bronze
C1121,15/02/2021,46-55,Female,Newcastle,New,Bronze
C1122,09/11/2022,36-45,Female,Sheffield,New,Gold
C1123,14/08/2021,26-35,Male,Belfast,New,Bronze
C1124,04/03/2022,46-55,Male,Southampton,New,Silver
C1125,21/01/2022,36-45,Male,Leeds,Returning,Silver
C1126,12/08/2021,26-35,Male,London,New,Bronze
C1127,04/02/2022,56-65,Female,Newcastle,New,Silver
C1128,06/10/2023,18-25,Male,Manchester,Returning,Gold
C1129,12/03/2020,26-35,Female,Belfast,New,Gold
C1130,22/04/2020,36-45,Male,Edinburgh,New,Bronze
C1131,05/08/2020,18-25,Male,Liverpool,New,Bronze
C1132,23/04/2024,26-35,Female,Sheffield,New,Bronze
C1133,06/11/2021,46-55,Male,Nottingham,Returning,Bronze
C1134,22/01/2024,26-35,Male,Belfast,Returning,Silver
C1135,20/10/2022,26-35,Prefer not to say,Manchester,New,Bronze
C1136,04/03/2021,18-25,Female,Belfast,Returning,Silver
C1137,26/05/2021,36-45,Male,Southampton,Returning,Gold
C1138,26/03/2024,36-45,Female,Birmingham,New,Bronze
C1139,27/01/2024,56-65,Female,Southampton,New,Bronze
C1140,09/01/2022,65+,Male,Newcastle,Returning,Bronze
C1141,23/12/2020,65+,Female,Newcastle,Returning,Silver
C1142,06/08/2023,26-35,Female,Birmingham,New,Silver
C1143,04/12/2020,36-45,Male,Liverpool,Returning,Silver
C1144,04/12/2023,36-45,Female,Edinburgh,Returning,Bronze
C1145,16/07/2020,36-45,Female,Cardiff,Returning,Silver
C1146,26/12/2022,26-35,Male,Edinburgh,Returning,Bronze
C1147,12/08/2020,26-35,Male,Bristol,Returning,Bronze
C1148,19/03/2021,65+,Male,Newcastle,New,Bronze
C1149,02/11/2023,36-45,Male,Southampton,Returning,Bronze
C1150,18/12/2021,36-45,Male,Liverpool,New,Gold
C1151,10/03/2021,18-25,Female,Edinburgh,New,Silver
C1152,12/02/2022,36-45,Male,Edinburgh,New,Gold
C1153,23/11/2021,46-55,Female,Glasgow,New,Gold
C1154,31/01/2022,18-25,Male,Leicester,Returning,Bronze
C1155,24/05/2021,56-65,Male,Manchester,New,Gold
C1156,21/09/2020,46-55,Female,Edinburgh,Returning,Silver
C1157,05/04/2022,26-35,Male,Bristol,New,Bronze
C1158,10/08/2022,36-45,Male,Belfast,New,Gold
C1159,22/10/2020,56-65,Female,Leeds,Returning,Silver
C1160,22/01/2022,26-35,Female,Manchester,New,Bronze
C1161,31/12/2021,56-65,Female,Belfast,Returning,Bronze
C1162,13/01/2020,36-45,Female,Cardiff,New,Bronze
C1163,09/03/2022,26-35,Male,London,New,Bronze
C1164,03/03/2023,36-45,Male,Southampton,New,Silver
C1165,01/02/2023,36-45,Male,Nottingham,Returning,Gold
C1166,24/12/2020,46-55,Male,Belfast,New,Silver
C1167,12/01/2022,26-35,Male,Bristol,Returning,Gold
C1168,16/05/2024,56-65,Male,Southampton,New,Bronze
C1169,26/08/2022,46-55,Female,Bristol,New,Bronze
C1170,13/02/2020,26-35,Prefer not to say,Sheffield,New,Bronze
C1171,16/07/2020,56-65,Female,Bristol,Returning,Bronze
C1172,18/05/2022,26-35,Female,London,New,Gold
C1173,02/09/2020,18-25,Male,Nottingham,New,Gold
C1174,03/06/2024,46-55,Female,Birmingham,Returning,Gold
C1175,23/05/2024,36-45,Male,Manchester,New,Bronze
C1176,16/05/2023,18-25,Female,Liverpool,Returning,Silver
C1177,31/01/2022,18-25,Male,Newcastle,New,Silver
C1178,16/02/2023,18-25,Male,Southampton,New,Silver
C1179,04/11/2022,46-55,Male,Bristol,Returning,Silver
C1180,18/12/2023,56-65,Male,Sheffield,New,Bronze
C1181,12/10/2021,26-35,Female,Cardiff,New,Bronze
C1182,19/09/2023,65+,Female,Belfast,New,Bronze
C1183,17/02/2024,18-25,Male,Belfast,New,Silver
C1184,30/04/2020,26-35,Female,Newcastle,New,Gold
C1185,17/08/2020,65+,Male,Nottingham,New,Silver
C1186,20/06/2020,26-35,Female,Leeds,New,Bronze
C1187,01/12/2020,36-45,Male,Bristol,New,Silver
C1188,09/11/2020,26-35,Female,Belfast,Returning,Silver
C1189,11/01/2024,36-45,Male,Edinburgh,Returning,Bronze
C1190,29/04/2023,36-45,Male,Nottingham,Returning,Gold
C1191,03/09/2021,26-35,Male,Newcastle,Returning,Gold
C1192,14/06/2024,26-35,Male,Belfast,New,Silver
C1193,02/02/2020,26-35,Male,Leicester,New,Bronze
C1194,24/09/2021,65+,Male,Edinburgh,New,Silver
C1195,14/12/2022,36-45,Non-binary,Southampton,Returning,Bronze
C1196,19/04/2021,26-35,Prefer not to say,Glasgow,Returning,Gold
C1197,05/02/2021,26-35,Female,Southampton,Returning,Bronze
C1198,24/05/2021,18-25,Female,Liverpool,Returning,Gold
C1199,29/07/2022,18-25,Female,Manchester,Returning,Bronze
C1200,18/03/2022,26-35,Female,Sheffield,New,Bronze
C1201,14/07/2020,18-25,Male,Bristol,New,Bronze
C1202,20/10/2023,18-25,Male,Cardiff,New,Bronze
C1203,26/02/2020,46-55,Non-binary,Liverpool,Returning,Bronze
C1204,06/10/2020,18-25,Female,Leicester,New,Silver
C1205,02/05/2022,36-45,Male,Manchester,New,Silver
C1206,06/04/2024,56-65,Female,Southampton,Returning,Gold
C1207,27/08/2020,36-45,Male,Liverpool,New,Bronze
C1208,24/03/2022,18-25,Female,Newcastle,New,Silver
C1209,30/06/2023,36-45,Female,Southampton,New,Gold
C1210,09/12/2023,36-45,Male,Southampton,New,Bronze
C1211,18/11/2022,56-65,Male,Sheffield,New,Gold
C1212,16/01/2021,36-45,Male,Bristol,New,Bronze
C1213,27/01/2021,18-25,Female,Bristol,New,Silver
C1214,14/12/2023,46-55,Male,Leeds,New,Silver
C1215,04/03/2021,18-25,Non-binary,Cardiff,Returning,Silver
C1216,19/08/2022,46-55,Female,Newcastle,Returning,Gold
C1217,07/10/2022,56-65,Male,Belfast,New,Bronze
C1218,27/03/2024,56-65,Male,Cardiff,Returning,Bronze
C1219,16/06/2022,36-45,Male,Birmingham,Returning,Bronze
C1220,09/06/2021,56-65,Male,Leicester,New,Bronze
C1221,08/09/2021,36-45,Female,Leeds,New,Bronze
C1222,27/11/2021,36-45,Male,Leeds,Returning,Silver
C1223,13/11/2023,36-45,Female,Sheffield,New,Silver
C1224,04/09/2022,46-55,Female,Nottingham,Returning,Silver
C1225,11/08/2020,18-25,Male,Edinburgh,New,Silver
C1226,17/10/2020,36-45,Male,Belfast,Returning,Silver
C1227,03/01/2024,26-35,Male,Leeds,New,Bronze
C1228,09/02/2022,46-55,Male,London,Returning,Bronze
C1229,16/10/2023,36-45,Male,Bristol,New,Bronze
C1230,12/05/2023,46-55,Male,Bristol,Returning,Gold
C1231,29/12/2021,26-35,Male,Sheffield,New,Silver
C1232,24/04/2023,65+,Male,Leicester,New,Gold
C1233,19/08/2022,46-55,Female,Manchester,Returning,Bronze
C1234,28/09/2022,18-25,Female,Sheffield,New,Silver
C1235,23/05/2022,26-35,Male,Newcastle,New,Bronze
C1236,01/03/2020,36-45,Male,Cardiff,New,Silver
C1237,27/06/2024,56-65,Male,Leicester,Returning,Bronze
C1238,30/11/2020,56-65,Male,Leeds,Returning,Gold
C1239,26/09/2023,56-65,Female,Bristol,Returning,Gold
C1240,30/01/2021,26-35,Female,Sheffield,Returning,Gold
C1241,07/03/2021,26-35,Female,Cardiff,Returning,Bronze
C1242,01/02/2024,26-35,Female,Glasgow,New,Silver
C1243,24/08/2023,46-55,Female,Manchester,Returning,Silver
C1244,07/03/2021,18-25,Male,Liverpool,Returning,Gold
C1245,03/12/2023,56-65,Female,Leicester,New,Bronze
C1246,12/01/2021,36-45,Female,Leeds,Returning,Bronze
C1247,01/05/2022,36-45,Female,London,New,Bronze
C1248,11/03/2021,56-65,Prefer not to say,Edinburgh,Returning,Silver
C1249,09/02/2022,65+,Male,Sheffield,New,Silver
C1250,21/09/2020,36-45,Female,Sheffield,New,Bronze
C1251,04/11/2020,65+,Female,Belfast,New,Bronze
C1252,24/05/2022,18-25,Female,Bristol,Returning,Bronze
C1253,15/11/2022,26-35,Male,Sheffield,Returning,Bronze
C1254,01/03/2021,46-55,Female,Glasgow,New,Gold
C1255,08/09/2022,46-55,Male,Southampton,Returning,Bronze
C1256,19/09/2023,26-35,Male,Sheffield,Returning,Silver
C1257,07/07/2022,18-25,Male,Nottingham,New,Silver
C1258,02/09/2020,36-45,Male,Nottingham,New,Silver
C1259,06/02/2022,36-45,Male,Birmingham,Returning,Bronze
C1260,16/06/2020,36-45,Female,Southampton,New,Silver
C1261,17/06/2024,36-45,Female,Nottingham,New,Bronze
C1262,07/05/2023,36-45,Female,Southampton,New,Silver
C1263,26/02/2023,26-35,Female,Newcastle,Returning,Bronze
C1264,14/08/2023,26-35,Female,Newcastle,Returning,Bronze
C1265,18/04/2020,65+,Female,Edinburgh,New,Silver
C1266,24/03/2022,18-25,Female,Leicester,New,Silver
C1267,25/11/2021,56-65,Female,Newcastle,Returning,Bronze
C1268,02/07/2022,26-35,Male,London,Returning,Bronze
C1269,05/12/2023,26-35,Male,Edinburgh,New,Gold
C1270,30/10/2021,26-35,Male,Edinburgh,New,Bronze
C1271,20/11/2023,46-55,Male,Edinburgh,Returning,Bronze
C1272,09/08/2020,18-25,Male,Nottingham,New,Bronze
C1273,14/10/2021,18-25,Male,Liverpool,New,Silver
C1274,07/11/2021,36-45,Male,Glasgow,Returning,Gold
C1275,07/06/2021,26-35,Male,London,Returning,Silver
C1276,10/05/2024,18-25,Prefer not to say,London,New,Bronze
C1277,22/07/2022,26-35,Male,Nottingham,New,Bronze
C1278,12/02/2021,46-55,Male,Southampton,New,Bronze
C1279,01/09/2022,65+,Female,Leeds,New,Bronze
C1280,27/07/2021,26-35,Male,Leicester,Returning,Bronze
C1281,30/05/2022,36-45,Female,Newcastle,Returning,Gold
C1282,08/09/2020,46-55,Male,Glasgow,New,Silver
C1283,08/06/2023,46-55,Female,Newcastle,New,Bronze
C1284,12/01/2023,26-35,Female,Birmingham,Returning,Silver
C1285,01/01/2022,56-65,Prefer not to say,Glasgow,New,Gold
C1286,22/07/2023,46-55,Male,Glasgow,Returning,Bronze
C1287,26/10/2023,56-65,Female,Bristol,Returning,Gold
C1288,08/05/2021,36-45,Female,Southampton,Returning,Gold
C1289,25/01/2020,36-45,Female,Edinburgh,Returning,Bronze
C1290,19/06/2022,18-25,Female,Manchester,New,Bronze
C1291,14/04/2024,56-65,Female,Leeds,New,Bronze
C1292,24/01/2020,18-25,Male,Edinburgh,New,Silver
C1293,20/11/2021,26-35,Female,Liverpool,Returning,Bronze
C1294,22/09/2023,36-45,Female,Glasgow,New,Bronze
C1295,16/09/2023,36-45,Female,Bristol,Returning,Gold
C1296,15/06/2021,46-55,Prefer not to say,Nottingham,New,Bronze
C1297,09/07/2022,26-35,Female,Newcastle,New,Silver
C1298,28/08/2022,36-45,Female,Manchester,Returning,Bronze
C1299,19/07/2022,26-35,Female,Liverpool,New,Gold
C1300,22/06/2020,46-55,Female,Bristol,Returning,Bronze
C1301,03/01/2022,56-65,Female,Edinburgh,New,Bronze
C1302,05/10/2023,26-35,Female,Birmingham,New,Bronze
C1303,01/12/2021,26-35,Female,Southampton,Returning,Gold
C1304,01/01/2020,36-45,Female,Bristol,Returning,Silver
C1305,03/05/2020,46-55,Male,Southampton,New,Bronze
C1306,05/02/2023,56-65,Female,London,New,Silver
C1307,30/06/2022,36-45,Female,Leeds,New,Bronze
C1308,18/03/2021,56-65,Male,Bristol,New,Bronze
C1309,08/08/2023,36-45,Male,Cardiff,New,Gold
C1310,18/07/2020,46-55,Male,London,Returning,Silver
C1311,23/08/2021,18-25,Male,Liverpool,Returning,Bronze
C1312,29/11/2023,26-35,Male,Birmingham,New,Bronze
C1313,07/06/2021,36-45,Female,Belfast,Returning,Silver
C1314,09/03/2020,26-35,Male,Manchester,New,Bronze
C1315,04/04/2021,26-35,Male,Cardiff,Returning,Silver
C1316,16/01/2021,56-65,Male,Newcastle,New,Bronze
C1317,27/03/2021,18-25,Female,Nottingham,New,Silver
C1318,07/07/2021,46-55,Female,Belfast,New,Silver
C1319,28/05/2024,18-25,Female,London,Returning,Silver
C1320,20/01/2020,26-35,Prefer not to say,Manchester,New,Silver
C1321,02/07/2020,26-35,Female,London,Returning,Silver
C1322,06/10/2020,65+,Male,Bristol,Returning,Bronze
C1323,22/01/2022,18-25,Male,Leicester,Returning,Bronze
C1324,15/12/2023,36-45,Female,Bristol,New,Silver
C1325,28/01/2024,46-55,Female,Leeds,New,Bronze
C1326,24/06/2024,46-55,Male,Bristol,New,Silver
C1327,09/05/2024,26-35,Male,Leicester,Returning,Bronze
C1328,19/01/2023,36-45,Female,Belfast,Returning,Silver
C1329,19/07/2021,18-25,Female,Leeds,Returning,Bronze
C1330,03/08/2023,26-35,Female,Nottingham,New,Bronze
C1331,21/02/2024,26-35,Male,Leeds,Returning,Gold
C1332,19/10/2020,36-45,Female,Cardiff,New,Silver
C1333,17/03/2020,36-45,Male,London,Returning,Silver
