order_date,customer_id,product_id,product_category,revenue,quantity,region,customer_acquisition_channel
26/07/2023,C0439,P0008,Monitors,4895.76,4,Scotland,Organic
02/02/2024,C2695,P0070,Smartphones,4159.92,4,West Midlands,Organic
15/08/2023,C2482,P0070,Smartphones,1039.98,1,London,Email
02/08/2023,C2686,P0073,Monitors,4949.96,4,South East,Paid
04/03/2023,C1479,P0020,Laptops,5891.92,4,Wales,Social
01/03/2023,C2527,P0072,Tablets,5073.78,3,London,Social
08/11/2023,C0320,P0065,Networking,1426.68,2,South East,Organic
25/08/2023,C2178,P0023,Tablets,6669.36,4,Scotland,Organic
12/09/2023,C2335,P0031,Networking,3353.04,2,North East,Social
02/01/2024,C2763,P0050,Networking,4578.68,4,North East,Social
20/06/2023,C0739,P0074,Smartphones,3116.52,4,Wales,Referral
30/06/2024,C2458,P0001,Networking,1068.4,4,Wales,Email
29/11/2023,C1523,P0004,Laptops,5478.24,4,North East,Social
28/11/2023,C2493,P0093,Accessories,3608.5,2,Scotland,Paid
18/09/2023,C1475,P0039,Networking,5567.68,4,South West,Email
01/01/2023,C2975,P0058,Accessories,1213,1,West Midlands,Referral
14/06/2024,C0554,P0049,Tablets,966.84,3,London,Paid
16/08/2023,C0880,P0033,Smartphones,4070.52,3,London,Social
10/10/2023,C2268,P0061,Monitors,3457.04,2,South East,Organic
31/12/2023,C0640,P0073,Monitors,2474.98,2,West Midlands,Paid
13/09/2023,C0955,P0076,Monitors,5523.18,3,West Midlands,Organic
14/02/2024,C2331,P0068,Networking,3515.82,2,South East,Social
09/05/2024,C0709,P0031,Networking,6706.08,4,South East,Referral
04/11/2023,C0154,P0079,Tablets,7054.04,4,South East,Social
09/12/2023,C1426,P0060,Accessories,4327.08,4,North East,Email
04/05/2023,C0929,P0060,Accessories,1081.77,1,North East,Organic
20/06/2024,C0169,P0096,Laptops,3591.6,3,North West,Paid
15/08/2023,C0628,P0074,Smartphones,779.13,1,North East,Email
31/05/2024,C0369,P0026,Networking,371.26,2,North East,Organic
08/02/2024,C0607,P0055,Laptops,3047.56,2,Wales,Organic
20/02/2023,C2246,P0024,Monitors,7106.52,4,West Midlands,Organic
28/05/2024,C1780,P0033,Smartphones,2713.68,2,North West,Paid
22/07/2023,C1999,P0017,Tablets,997.24,4,Scotland,Referral
20/06/2024,C1009,P0004,Laptops,2739.12,2,South East,Organic
16/03/2024,C1325,P0010,Networking,1417.58,1,South East,Referral
09/03/2024,C1497,P0042,Laptops,4859.52,3,Scotland,Paid
25/01/2023,C1249,P0062,Laptops,2753.1,2,Wales,Referral
28/03/2024,C2553,P0081,Smartphones,3524.24,2,South West,Organic
28/08/2023,C0818,P0067,Accessories,168.99,3,North West,Social
29/03/2023,C0461,P0033,Smartphones,1356.84,1,Scotland,Email
01/06/2023,C1179,P0067,Accessories,56.33,1,Wales,Referral
24/04/2023,C1250,P0054,Smartphones,4174.32,4,South West,Organic
03/08/2023,C2204,P0066,Tablets,1795.58,2,Scotland,Paid
22/09/2023,C2248,P0079,Tablets,7054.04,4,North West,Referral
19/01/2023,C1543,P0028,Tablets,1971.18,1,West Midlands,Organic
18/10/2023,C0823,P0089,Monitors,4568.31,3,London,Paid
09/01/2023,C0273,P0024,Monitors,7106.52,4,West Midlands,Referral
04/01/2024,C0442,P0006,Accessories,111.98,1,West Midlands,Social
31/01/2024,C0947,P0086,Monitors,1488,4,South East,Email
11/05/2024,C2446,P0087,Monitors,1751.24,1,North West,Organic
13/04/2024,C2297,P0089,Monitors,1522.77,1,London,Organic
26/06/2024,C1249,P0096,Laptops,3591.6,3,South West,Paid
10/06/2023,C0076,P0028,Tablets,5913.54,3,Wales,Paid
06/11/2023,C0968,P0090,Networking,1326.72,3,London,Referral
01/02/2024,C0121,P0043,Accessories,1716.27,3,Scotland,Organic
07/02/2024,C2691,P0054,Smartphones,2087.16,2,South East,Social
17/06/2024,C2778,P0081,Smartphones,3524.24,2,North East,Organic
06/06/2023,C1747,P0036,Networking,1151.16,3,Wales,Paid
15/05/2023,C0847,P0018,Accessories,477.2,2,Scotland,Social
13/11/2023,C2821,P0004,Laptops,2739.12,2,North East,Email
29/05/2023,C2688,P0063,Laptops,2758.68,2,Wales,Organic
29/06/2024,C2947,P0074,Smartphones,779.13,1,North West,Paid
30/05/2023,C2979,P0054,Smartphones,1043.58,1,Wales,Social
28/02/2024,C1685,P0036,Networking,1151.16,3,South West,Social
08/10/2023,C0623,P0035,Networking,378.46,2,South East,Organic
27/01/2023,C2507,P0026,Networking,556.89,3,Scotland,Referral
25/08/2023,C2816,P0067,Accessories,56.33,1,Wales,Organic
03/05/2024,C0550,P0027,Networking,1977.6,4,Wales,Organic
01/02/2024,C2013,P0059,Accessories,3176.64,4,North West,Organic
20/08/2023,C0133,P0100,Laptops,7262.28,4,London,Email
27/02/2024,C0912,P0072,Tablets,3382.52,2,Scotland,Organic
25/03/2024,C2528,P0051,Tablets,6026.72,4,Wales,Social
10/09/2023,C1752,P0044,Smartphones,7322.48,4,London,Referral
25/01/2024,C2950,P0063,Laptops,4138.02,3,North East,Referral
21/06/2024,C2628,P0092,Networking,1317.26,1,South East,Paid
13/02/2023,C1007,P0002,Networking,2345.24,4,London,Referral
12/06/2024,C2584,P0061,Monitors,1728.52,1,Scotland,Organic
12/02/2024,C1248,P0058,Accessories,3639,3,South West,Organic
29/10/2023,C2512,P0053,Accessories,755.89,1,North West,Paid
07/04/2024,C0371,P0052,Accessories,1800.75,1,North West,Social
19/05/2023,C1611,P0003,Smartphones,1288.4,4,Wales,Paid
03/07/2023,C1859,P0014,Smartphones,2822.74,2,South West,Organic
28/11/2023,C2834,P0027,Networking,988.8,2,South East,Organic
05/04/2024,C2598,P0038,Accessories,2369.82,3,South East,Paid
29/01/2024,C2978,P0081,Smartphones,3524.24,2,North East,Referral
14/02/2023,C0700,P0037,Networking,1582.14,3,North West,Organic
29/05/2023,C0733,P0029,Smartphones,1739.64,1,North East,Paid
01/04/2024,C1183,P0073,Monitors,2474.98,2,South East,Social
27/07/2023,C0015,P0067,Accessories,168.99,3,London,Paid
25/05/2024,C2227,P0002,Networking,586.31,1,South West,Organic
02/05/2024,C1859,P0036,Networking,1534.88,4,South West,Organic
07/01/2023,C1003,P0046,Tablets,1393.86,3,Scotland,Organic
01/06/2023,C0226,P0021,Monitors,880.23,3,London,Organic
03/02/2023,C2733,P0052,Accessories,5402.25,3,Wales,Email
20/02/2023,C0447,P0075,Smartphones,4407.16,4,North West,Organic
19/10/2023,C2504,P0015,Tablets,1183.7,2,South West,Social
04/01/2024,C0147,P0028,Tablets,1971.18,1,West Midlands,Paid
24/01/2024,C0278,P0022,Accessories,814.64,4,South East,Organic
18/05/2023,C0500,P0049,Tablets,966.84,3,Wales,Paid
21/06/2024,C0860,P0070,Smartphones,2079.96,2,London,Organic
25/06/2024,C0360,P0002,Networking,2345.24,4,West Midlands,Paid
21/11/2023,C1064,P0029,Smartphones,5218.92,3,North West,Referral
23/05/2024,C2129,P0028,Tablets,7884.72,4,South West,Social
27/08/2023,C2903,P0052,Accessories,5402.25,3,Scotland,Organic
25/01/2023,C1905,P0100,Laptops,1815.57,1,Scotland,Social
29/02/2024,C1696,P0094,Accessories,285.96,1,Wales,Paid
06/08/2023,C0047,P0020,Laptops,2945.96,2,West Midlands,Organic
11/03/2023,C1261,P0039,Networking,4175.76,3,Wales,Social
27/04/2023,C2810,P0063,Laptops,4138.02,3,Wales,Paid
30/01/2023,C0720,P0077,Monitors,1364.2,2,Wales,Social
05/05/2024,C1944,P0049,Tablets,322.28,1,North West,Paid
16/04/2024,C2200,P0035,Networking,567.69,3,South West,Social
28/02/2024,C0230,P0004,Laptops,4108.68,3,Wales,Referral
20/01/2023,C0854,P0020,Laptops,4418.94,3,Wales,Organic
02/06/2023,C1149,P0012,Monitors,592.47,1,Wales,Email
19/06/2023,C2339,P0090,Networking,1768.96,4,North West,Referral
12/11/2023,C2889,P0087,Monitors,5253.72,3,London,Organic
30/03/2023,C2036,P0059,Accessories,1588.32,2,Wales,Paid
06/11/2023,C0886,P0027,Networking,1483.2,3,North West,Organic
08/02/2023,C0828,P0082,Laptops,217.02,1,South West,Paid
09/05/2024,C2049,P0071,Laptops,3495.02,2,Scotland,Paid
10/05/2024,C2145,P0087,Monitors,5253.72,3,Wales,Organic
11/04/2023,C2115,P0075,Smartphones,2203.58,2,Scotland,Social
15/04/2024,C1588,P0035,Networking,189.23,1,London,Paid
15/02/2023,C2815,P0057,Smartphones,1594.55,1,Wales,Paid
17/02/2023,C0423,P0021,Monitors,880.23,3,London,Referral
16/11/2023,C2617,P0097,Smartphones,2394.92,2,Wales,Organic
21/10/2023,C1134,P0006,Accessories,335.94,3,South West,Referral
07/10/2023,C0612,P0092,Networking,2634.52,2,West Midlands,Organic
10/06/2024,C0420,P0006,Accessories,223.96,2,Wales,Paid
05/10/2023,C0580,P0056,Laptops,1044.12,3,Scotland,Organic
15/11/2023,C2512,P0048,Networking,2834.28,3,South West,Organic
30/01/2023,C1929,P0029,Smartphones,1739.64,1,South East,Paid
30/03/2023,C1747,P0089,Monitors,6091.08,4,North West,Social
01/04/2024,C2525,P0051,Tablets,4520.04,3,West Midlands,Paid
22/07/2023,C2921,P0040,Smartphones,1385,1,South West,Referral
06/04/2023,C2862,P0010,Networking,5670.32,4,South East,Paid
21/04/2024,C1928,P0043,Accessories,1144.18,2,Scotland,Organic
22/09/2023,C1489,P0037,Networking,2109.52,4,North West,Referral
05/12/2023,C1331,P0066,Tablets,3591.16,4,South West,Organic
01/05/2024,C0463,P0092,Networking,3951.78,3,South West,Paid
24/06/2023,C1157,P0062,Laptops,4129.65,3,North West,Paid
20/02/2024,C2926,P0066,Tablets,897.79,1,Wales,Referral
14/03/2023,C1238,P0032,Smartphones,3087.4,4,North East,Referral
02/09/2023,C2544,P0079,Tablets,3527.02,2,North West,Email
29/01/2024,C0271,P0014,Smartphones,4234.11,3,Scotland,Social
17/03/2024,C1784,P0092,Networking,3951.78,3,Scotland,Organic
21/03/2023,C2916,P0035,Networking,756.92,4,South East,Referral
19/04/2024,C1333,P0082,Laptops,217.02,1,South West,Organic
20/02/2024,C0286,P0046,Tablets,464.62,1,North East,Paid
04/03/2023,C0371,P0032,Smartphones,1543.7,2,North West,Social
01/01/2023,C0601,P0024,Monitors,3553.26,2,South West,Paid
04/02/2024,C2522,P0080,Tablets,2067.72,4,Scotland,Organic
21/11/2023,C1228,P0012,Monitors,1777.41,3,North East,Social
19/12/2023,C0366,P0071,Laptops,1747.51,1,North East,Social
29/10/2023,C0256,P0069,Tablets,5835.54,3,London,Organic
03/01/2024,C0450,P0082,Laptops,651.06,3,London,Organic
08/02/2024,C2561,P0008,Monitors,3671.82,3,North East,Paid
21/03/2024,C2233,P0031,Networking,3353.04,2,North West,Paid
12/07/2023,C2276,P0045,Monitors,7035.68,4,Wales,Social
07/06/2023,C1182,P0037,Networking,1054.76,2,North West,Organic
17/01/2023,C0590,P0087,Monitors,7004.96,4,North East,Email
20/05/2023,C0347,P0051,Tablets,3013.36,2,North East,Social
11/03/2024,C2553,P0006,Accessories,223.96,2,South West,Paid
05/04/2024,C1576,P0068,Networking,5273.73,3,Scotland,Organic
08/01/2023,C2368,P0100,Laptops,7262.28,4,Scotland,Social
03/10/2023,C1683,P0088,Accessories,5791.53,3,London,Email
09/05/2024,C2888,P0033,Smartphones,4070.52,3,South East,Referral
23/03/2023,C0582,P0002,Networking,1758.93,3,South West,Paid
19/06/2024,C2499,P0045,Monitors,1758.92,1,Scotland,Paid
21/03/2023,C2802,P0063,Laptops,4138.02,3,London,Email
12/01/2023,C1921,P0040,Smartphones,5540,4,South West,Referral
06/12/2023,C1725,P0082,Laptops,651.06,3,West Midlands,Organic
06/02/2023,C2847,P0028,Tablets,5913.54,3,West Midlands,Organic
29/04/2024,C2369,P0023,Tablets,3334.68,2,London,Referral
26/10/2023,C2558,P0042,Laptops,1619.84,1,West Midlands,Paid
10/05/2023,C2071,P0057,Smartphones,1594.55,1,West Midlands,Organic
15/10/2023,C1128,P0088,Accessories,5791.53,3,London,Social
28/06/2023,C2424,P0067,Accessories,112.66,2,South West,Paid
29/06/2023,C1071,P0047,Accessories,1642.96,2,South West,Organic
24/06/2024,C0136,P0003,Smartphones,966.3,3,South East,Email
07/06/2023,C2032,P0055,Laptops,6095.12,4,North East,Organic
26/03/2024,C2974,P0072,Tablets,3382.52,2,Scotland,Referral
20/12/2023,C0223,P0078,Laptops,804.42,3,South East,Organic
20/04/2024,C1634,P0027,Networking,1977.6,4,West Midlands,Paid
29/06/2024,C0958,P0078,Laptops,1072.56,4,North East,Paid
29/05/2023,C2173,P0043,Accessories,2288.36,4,London,Organic
04/04/2024,C1565,P0046,Tablets,1393.86,3,London,Organic
28/06/2024,C2611,P0013,Laptops,4589.01,3,North East,Referral
07/10/2023,C1373,P0031,Networking,5029.56,3,West Midlands,Social
19/09/2023,C2681,P0090,Networking,1768.96,4,South West,Social
05/09/2023,C2753,P0021,Monitors,586.82,2,Wales,Referral
04/07/2023,C1284,P0059,Accessories,794.16,1,London,Social
13/01/2023,C1685,P0058,Accessories,1213,1,South East,Referral
26/12/2023,C0899,P0012,Monitors,1777.41,3,West Midlands,Organic
25/01/2023,C2538,P0033,Smartphones,1356.84,1,London,Email
11/08/2023,C2456,P0009,Monitors,437.73,1,South East,Organic
14/05/2023,C1540,P0057,Smartphones,3189.1,2,South East,Referral
17/09/2023,C1207,P0020,Laptops,5891.92,4,South East,Referral
11/10/2023,C1749,P0058,Accessories,3639,3,West Midlands,Organic
17/03/2023,C1136,P0090,Networking,442.24,1,North East,Paid
03/03/2023,C1058,P0007,Laptops,1429.02,3,North West,Paid
18/05/2024,C0822,P0064,Monitors,6056.84,4,North West,Referral
22/04/2023,C0590,P0059,Accessories,3176.64,4,Scotland,Referral
19/04/2023,C1809,P0009,Monitors,1313.19,3,South East,Organic
14/03/2023,C2341,P0078,Laptops,804.42,3,South West,Organic
24/05/2024,C0610,P0013,Laptops,1529.67,1,London,Referral
30/09/2023,C0621,P0025,Tablets,3527.52,3,North East,Referral
11/06/2024,C2899,P0041,Laptops,1986.56,4,South West,Paid
13/03/2023,C2213,P0100,Laptops,3631.14,2,London,Paid
08/05/2024,C0497,P0066,Tablets,2693.37,3,Wales,Referral
15/02/2024,C0227,P0054,Smartphones,1043.58,1,Wales,Paid
15/12/2023,C0330,P0058,Accessories,4852,4,West Midlands,Referral
30/06/2023,C2272,P0052,Accessories,1800.75,1,North East,Referral
03/11/2023,C2851,P0045,Monitors,7035.68,4,South East,Referral
03/01/2024,C1993,P0041,Laptops,496.64,1,South West,Social
24/05/2023,C0147,P0019,Tablets,2454.54,2,London,Social
02/09/2023,C2004,P0064,Monitors,6056.84,4,South East,Social
12/11/2023,C2047,P0084,Monitors,6173.52,4,London,Organic
27/02/2023,C1384,P0024,Monitors,1776.63,1,North East,Organic
19/06/2024,C1878,P0046,Tablets,929.24,2,Scotland,Email
07/02/2023,C0580,P0016,Smartphones,7666.28,4,London,Paid
16/02/2023,C0995,P0065,Networking,1426.68,2,London,Organic
21/02/2023,C1259,P0098,Laptops,188.44,1,South West,Referral
07/03/2023,C0436,P0081,Smartphones,1762.12,1,South West,Referral
14/08/2023,C0259,P0025,Tablets,2351.68,2,North East,Paid
16/02/2024,C1329,P0029,Smartphones,1739.64,1,North West,Paid
07/08/2023,C0187,P0021,Monitors,586.82,2,Wales,Organic
08/10/2023,C0579,P0059,Accessories,3176.64,4,North West,Referral
18/06/2023,C1797,P0084,Monitors,3086.76,2,London,Organic
21/01/2024,C0647,P0059,Accessories,794.16,1,South West,Organic
08/01/2023,C0735,P0057,Smartphones,1594.55,1,West Midlands,Paid
02/05/2024,C2836,P0093,Accessories,3608.5,2,Scotland,Organic
05/10/2023,C2143,P0084,Monitors,6173.52,4,North East,Organic
28/06/2023,C2501,P0074,Smartphones,779.13,1,North West,Social
01/04/2023,C2569,P0034,Networking,5629.44,3,Wales,Paid
30/08/2023,C0787,P0006,Accessories,111.98,1,South East,Referral
03/06/2024,C0899,P0026,Networking,742.52,4,Scotland,Organic
18/07/2023,C0462,P0020,Laptops,2945.96,2,South West,Paid
13/06/2023,C2745,P0044,Smartphones,1830.62,1,London,Referral
19/10/2023,C0859,P0074,Smartphones,3116.52,4,West Midlands,Paid
09/04/2024,C0178,P0011,Accessories,479.86,1,London,Email
30/06/2023,C0648,P0011,Accessories,479.86,1,South West,Paid
14/03/2023,C0964,P0073,Monitors,4949.96,4,Wales,Paid
30/11/2023,C0943,P0017,Tablets,249.31,1,Wales,Organic
31/08/2023,C1690,P0093,Accessories,3608.5,2,North East,Social
17/03/2023,C1930,P0010,Networking,5670.32,4,London,Social
29/05/2023,C0886,P0009,Monitors,1750.92,4,North West,Paid
20/05/2023,C1875,P0032,Smartphones,1543.7,2,Wales,Email
27/07/2023,C1376,P0029,Smartphones,3479.28,2,London,Referral
03/03/2023,C1150,P0074,Smartphones,1558.26,2,South East,Social
14/04/2024,C1714,P0088,Accessories,3861.02,2,Wales,Organic
30/10/2023,C2473,P0092,Networking,2634.52,2,North West,Referral
24/08/2023,C0355,P0073,Monitors,4949.96,4,South West,Social
10/08/2023,C2424,P0032,Smartphones,3087.4,4,South West,Organic
14/03/2024,C1011,P0068,Networking,3515.82,2,Wales,Paid
16/08/2023,C2424,P0086,Monitors,744,2,London,Paid
15/02/2023,C0165,P0027,Networking,1977.6,4,London,Paid
08/02/2024,C1964,P0005,Monitors,219.53,1,South West,Paid
27/03/2023,C2288,P0006,Accessories,111.98,1,North East,Email
16/05/2023,C1469,P0087,Monitors,5253.72,3,Scotland,Referral
03/04/2023,C0066,P0011,Accessories,1919.44,4,West Midlands,Organic
15/04/2024,C2337,P0079,Tablets,1763.51,1,South West,Paid
22/05/2023,C2881,P0044,Smartphones,7322.48,4,North West,Social
15/01/2024,C2568,P0011,Accessories,1919.44,4,London,Social
14/03/2023,C1577,P0089,Monitors,4568.31,3,London,Organic
04/10/2023,C2860,P0085,Smartphones,2673.02,2,South East,Referral
10/12/2023,C0225,P0069,Tablets,5835.54,3,London,Organic
10/01/2024,C1907,P0040,Smartphones,1385,1,Wales,Paid
10/03/2023,C2297,P0004,Laptops,2739.12,2,North West,Email
02/09/2023,C2211,P0005,Monitors,219.53,1,South West,Social
03/08/2023,C0924,P0096,Laptops,3591.6,3,Wales,Social
30/05/2024,C2787,P0013,Laptops,6118.68,4,West Midlands,Organic
17/01/2024,C1415,P0073,Monitors,4949.96,4,South West,Paid
06/05/2023,C1926,P0007,Laptops,1429.02,3,South West,Referral
09/03/2023,C0772,P0033,Smartphones,5427.36,4,South East,Organic
03/07/2023,C1182,P0063,Laptops,1379.34,1,South East,Organic
25/04/2023,C2856,P0066,Tablets,1795.58,2,South West,Organic
29/07/2023,C2133,P0013,Laptops,1529.67,1,West Midlands,Paid
16/05/2023,C1942,P0027,Networking,1483.2,3,North East,Paid
22/01/2023,C1195,P0035,Networking,378.46,2,South East,Organic
26/08/2023,C2129,P0096,Laptops,3591.6,3,North East,Referral
01/12/2023,C1992,P0026,Networking,742.52,4,South West,Paid
16/05/2023,C1256,P0086,Monitors,744,2,West Midlands,Organic
16/01/2024,C1181,P0035,Networking,189.23,1,North West,Paid
11/04/2024,C0682,P0075,Smartphones,2203.58,2,West Midlands,Organic
29/06/2023,C2901,P0033,Smartphones,2713.68,2,North West,Organic
12/02/2023,C1297,P0027,Networking,988.8,2,South West,Organic
08/07/2023,C0841,P0083,Accessories,1641.25,1,Wales,Email
01/06/2023,C1528,P0087,Monitors,7004.96,4,North West,Paid
05/05/2023,C0103,P0067,Accessories,225.32,4,South West,Social
14/04/2024,C1312,P0052,Accessories,3601.5,2,London,Email
03/06/2024,C1357,P0020,Laptops,4418.94,3,South West,Social
31/05/2023,C2316,P0019,Tablets,4909.08,4,Wales,Referral
05/05/2024,C0165,P0040,Smartphones,2770,2,South East,Paid
16/02/2024,C2530,P0069,Tablets,3890.36,2,South West,Paid
01/12/2023,C0226,P0077,Monitors,1364.2,2,Scotland,Social
12/10/2023,C0802,P0017,Tablets,249.31,1,South East,Paid
01/04/2024,C2774,P0088,Accessories,1930.51,1,North East,Organic
22/11/2023,C2471,P0039,Networking,1391.92,1,Wales,Paid
13/03/2024,C1515,P0052,Accessories,7203,4,Wales,Organic
20/12/2023,C1440,P0012,Monitors,1777.41,3,South West,Social
31/03/2023,C0884,P0005,Monitors,878.12,4,North East,Social
23/10/2023,C0671,P0039,Networking,5567.68,4,North East,Organic
30/03/2023,C0589,P0058,Accessories,2426,2,West Midlands,Paid
21/06/2024,C1374,P0057,Smartphones,1594.55,1,North East,Organic
24/02/2024,C2617,P0063,Laptops,4138.02,3,North East,Organic
18/04/2024,C2910,P0034,Networking,3752.96,2,Scotland,Organic
26/01/2024,C1186,P0095,Smartphones,699.4,4,London,Social
06/11/2023,C2398,P0050,Networking,3434.01,3,South West,Referral
19/04/2024,C0920,P0069,Tablets,1945.18,1,London,Organic
04/11/2023,C2624,P0001,Networking,1068.4,4,South East,Referral
22/10/2023,C1709,P0026,Networking,371.26,2,South West,Email
08/09/2023,C0117,P0062,Laptops,1376.55,1,West Midlands,Paid
10/03/2023,C2454,P0079,Tablets,5290.53,3,South West,Referral
22/09/2023,C2573,P0003,Smartphones,1288.4,4,South East,Paid
18/01/2023,C1064,P0025,Tablets,2351.68,2,London,Organic
17/04/2024,C2840,P0098,Laptops,376.88,2,Wales,Organic
07/10/2023,C1480,P0036,Networking,1534.88,4,Wales,Organic
26/10/2023,C2170,P0024,Monitors,1776.63,1,Scotland,Social
07/07/2023,C0388,P0061,Monitors,3457.04,2,Wales,Social
05/11/2023,C1112,P0063,Laptops,4138.02,3,South East,Paid
27/12/2023,C0589,P0045,Monitors,1758.92,1,North West,Paid
17/01/2024,C1987,P0030,Accessories,2368.2,4,Wales,Email
16/06/2023,C0420,P0068,Networking,3515.82,2,North West,Paid
12/07/2023,C2289,P0006,Accessories,111.98,1,North East,Paid
20/03/2023,C0478,P0020,Laptops,2945.96,2,London,Paid
16/11/2023,C2831,P0043,Accessories,1716.27,3,North West,Social
19/06/2024,C1402,P0067,Accessories,112.66,2,West Midlands,Organic
02/05/2023,C0911,P0021,Monitors,586.82,2,North West,Referral
11/11/2023,C0514,P0004,Laptops,2739.12,2,North West,Email
11/03/2024,C2830,P0005,Monitors,219.53,1,South East,Organic
10/05/2024,C1767,P0079,Tablets,1763.51,1,Scotland,Organic
09/06/2024,C2430,P0076,Monitors,1841.06,1,South West,Organic
17/09/2023,C0178,P0088,Accessories,1930.51,1,West Midlands,Referral
09/04/2023,C0508,P0100,Laptops,3631.14,2,Scotland,Organic
26/12/2023,C0120,P0066,Tablets,897.79,1,North West,Social
12/10/2023,C2375,P0089,Monitors,4568.31,3,Wales,Organic
27/05/2024,C2985,P0055,Laptops,3047.56,2,South East,Organic
15/01/2023,C2167,P0052,Accessories,3601.5,2,Scotland,Email
25/06/2023,C2201,P0098,Laptops,188.44,1,South East,Email
31/05/2024,C2899,P0043,Accessories,2288.36,4,Wales,Referral
09/07/2023,C1801,P0071,Laptops,1747.51,1,North West,Social
24/01/2024,C1738,P0058,Accessories,2426,2,Scotland,Paid
18/11/2023,C0507,P0094,Accessories,1143.84,4,South East,Paid
22/05/2024,C1480,P0009,Monitors,1313.19,3,London,Organic
20/05/2024,C0474,P0082,Laptops,868.08,4,West Midlands,Paid
16/11/2023,C2815,P0088,Accessories,7722.04,4,Scotland,Referral
25/10/2023,C1753,P0054,Smartphones,2087.16,2,South East,Social
02/05/2024,C2782,P0096,Laptops,3591.6,3,North West,Organic
18/05/2024,C2753,P0079,Tablets,1763.51,1,North East,Paid
29/03/2023,C0489,P0042,Laptops,3239.68,2,North East,Paid
15/04/2023,C0692,P0012,Monitors,592.47,1,Wales,Email
13/12/2023,C0821,P0022,Accessories,814.64,4,South East,Organic
10/03/2024,C2971,P0081,Smartphones,7048.48,4,West Midlands,Social
07/10/2023,C2638,P0068,Networking,7031.64,4,Wales,Paid
19/02/2024,C1985,P0068,Networking,5273.73,3,North West,Social
21/04/2023,C0501,P0091,Tablets,2484.09,3,South West,Paid
18/05/2023,C0122,P0066,Tablets,897.79,1,London,Social
25/05/2024,C2778,P0040,Smartphones,1385,1,North West,Paid
01/12/2023,C0626,P0065,Networking,2140.02,3,South East,Social
16/06/2024,C2017,P0074,Smartphones,3116.52,4,Scotland,Organic
24/05/2024,C2009,P0039,Networking,4175.76,3,Wales,Social
19/01/2023,C0130,P0082,Laptops,868.08,4,South East,Paid
19/11/2023,C1542,P0069,Tablets,7780.72,4,South West,Organic
01/07/2023,C2281,P0067,Accessories,168.99,3,North West,Paid
18/05/2023,C1280,P0038,Accessories,3159.76,4,South West,Social
17/05/2024,C2704,P0067,Accessories,225.32,4,South West,Referral
10/06/2023,C2076,P0038,Accessories,789.94,1,North East,Organic
22/01/2024,C2527,P0007,Laptops,1429.02,3,West Midlands,Paid
29/01/2023,C2419,P0032,Smartphones,771.85,1,North West,Social
24/12/2023,C2392,P0078,Laptops,268.14,1,Wales,Paid
14/03/2024,C1414,P0090,Networking,1326.72,3,North East,Paid
08/09/2023,C1015,P0027,Networking,988.8,2,West Midlands,Referral
09/03/2023,C1249,P0003,Smartphones,322.1,1,Wales,Organic
30/11/2023,C0154,P0045,Monitors,7035.68,4,North East,Referral
07/03/2024,C1093,P0094,Accessories,285.96,1,South West,Referral
21/11/2023,C1548,P0072,Tablets,6765.04,4,Wales,Referral
15/05/2024,C0410,P0040,Smartphones,2770,2,Wales,Paid
14/12/2023,C0683,P0028,Tablets,5913.54,3,Wales,Email
26/07/2023,C2036,P0072,Tablets,1691.26,1,Scotland,Organic
18/02/2023,C1218,P0005,Monitors,878.12,4,Scotland,Referral
05/04/2023,C2940,P0028,Tablets,1971.18,1,Wales,Organic
27/06/2024,C1947,P0094,Accessories,1143.84,4,Scotland,Paid
20/03/2023,C2669,P0030,Accessories,1776.15,3,West Midlands,Paid
17/11/2023,C0820,P0034,Networking,7505.92,4,North East,Organic
11/06/2024,C1857,P0031,Networking,3353.04,2,London,Referral
12/06/2024,C0765,P0050,Networking,4578.68,4,Scotland,Referral
23/04/2024,C1098,P0092,Networking,5269.04,4,London,Paid
09/01/2024,C1895,P0041,Laptops,993.28,2,Scotland,Organic
04/11/2023,C1784,P0057,Smartphones,6378.2,4,Wales,Social
07/03/2023,C2597,P0050,Networking,2289.34,2,North East,Organic
21/10/2023,C2647,P0074,Smartphones,1558.26,2,West Midlands,Referral
30/08/2023,C1663,P0030,Accessories,1184.1,2,South East,Organic
29/01/2023,C1006,P0018,Accessories,715.8,3,South West,Paid
22/03/2024,C1729,P0005,Monitors,219.53,1,Scotland,Organic
20/05/2023,C0120,P0066,Tablets,2693.37,3,West Midlands,Referral
30/06/2023,C2640,P0053,Accessories,755.89,1,South West,Social
26/02/2023,C0344,P0024,Monitors,5329.89,3,West Midlands,Social
21/02/2024,C1489,P0001,Networking,267.1,1,North East,Email
24/05/2023,C0967,P0008,Monitors,1223.94,1,South East,Paid
21/06/2024,C1032,P0061,Monitors,6914.08,4,South East,Organic
06/05/2023,C1284,P0050,Networking,3434.01,3,North East,Social
30/08/2023,C1733,P0047,Accessories,1642.96,2,North West,Organic
08/08/2023,C1125,P0045,Monitors,7035.68,4,North East,Organic
27/02/2023,C2009,P0002,Networking,1758.93,3,South East,Paid
09/03/2024,C1946,P0014,Smartphones,2822.74,2,West Midlands,Social
29/05/2023,C1487,P0006,Accessories,447.92,4,Wales,Social
22/01/2023,C2644,P0030,Accessories,592.05,1,London,Referral
03/09/2023,C1037,P0020,Laptops,5891.92,4,West Midlands,Referral
07/01/2024,C2807,P0011,Accessories,479.86,1,Scotland,Social
